City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
359,victoria point,90,AU,1581030244,88,-27.58,153.3,77.0,6.93
360,pirawa,0,IN,1581030245,59,24.16,76.03,54.32,6.33
361,arcachon,17,FR,1581030245,86,44.59,-1.05,44.6,2.24
362,koslan,41,RU,1581030245,98,63.46,48.9,-11.83,3.22
363,henties bay,20,NA,1581030089,93,-22.12,14.28,63.0,4.76
364,elizabeth city,90,US,1581030245,88,36.29,-76.25,66.99,8.05
365,muroto,75,JP,1581030032,69,33.28,134.15,37.4,6.93
366,coahuayana,90,MX,1581030245,53,18.73,-103.68,75.2,6.93
367,villany,95,HU,1581030245,69,45.87,18.45,37.99,11.41
368,eureka,90,US,1581030080,87,40.8,-124.16,55.99,9.17
369,khatanga,76,RU,1581030048,89,71.97,102.5,-8.27,9.91
370,saint george,1,US,1581029866,37,37.1,-113.58,53.6,12.75
371,saint peters,90,US,1581030246,90,38.8,-90.63,32.0,8.05
372,emba,100,KZ,1581030246,100,48.83,58.14,33.94,11.81
373,ambon,20,ID,1581029988,94,-3.7,128.18,77.0,3.36
374,namatanai,87,PG,1581030072,73,-3.67,152.43,83.43,9.31
375,priiskovyy,49,RU,1581030246,98,51.93,116.63,-16.55,1.25
376,komsomolskiy,0,UZ,1581030086,55,40.43,71.72,35.6,6.93
377,onguday,100,RU,1581030246,97,50.75,86.15,14.09,8.59
378,sola,99,VU,1581030066,79,-13.88,167.55,83.44,12.53
379,hamina,75,FI,1581030246,67,60.57,27.2,23.0,6.93
380,barbacena,90,BR,1581030193,87,-21.23,-43.77,60.8,9.17
